,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3287,3288,2011-05-21,2,0,5,21,0,6,0,1,0.62,0.6061,0.61,0.1045,77,150,227
15810,15811,2012-10-25,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,13,122,135
9918,9919,2012-02-23,1,1,2,7,0,4,1,1,0.36,0.3485,0.81,0.2239,9,317,326
3627,3628,2011-06-05,2,0,6,1,0,0,0,2,0.64,0.6212,0.61,0.1642,26,70,96
1946,1947,2011-03-26,2,0,3,21,0,6,0,2,0.26,0.2576,0.44,0.19399999999999998,15,36,51
13891,13892,2012-08-07,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.19399999999999998,15,32,47
7215,7216,2011-11-02,4,0,11,6,0,3,1,1,0.3,0.3333,0.81,0.0,1,91,92
13640,13641,2012-07-27,3,1,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,83,231,314
14943,14944,2012-09-19,3,1,9,20,0,3,1,1,0.52,0.5,0.48,0.1642,31,378,409
1218,1219,2011-02-23,1,0,2,20,0,3,1,1,0.24,0.2424,0.6,0.1642,2,107,109
593,594,2011-01-27,1,0,1,22,0,4,1,1,0.18,0.2121,0.74,0.0896,0,27,27
14292,14293,2012-08-23,3,1,8,17,0,4,1,1,0.76,0.6818,0.45,0.2239,111,709,820
15309,15310,2012-10-05,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,1,10,11
13739,13740,2012-07-31,3,1,7,16,0,2,1,1,0.76,0.7121,0.58,0.2239,66,336,402
6827,6828,2011-10-17,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,17
12600,12601,2012-06-14,2,1,6,5,0,4,1,2,0.6,0.6212,0.56,0.2537,0,40,40
6430,6431,2011-09-30,4,0,9,12,0,5,1,2,0.64,0.6212,0.57,0.19399999999999998,59,195,254
9870,9871,2012-02-21,1,1,2,7,0,2,1,1,0.22,0.2727,0.64,0.0,6,273,279
10159,10160,2012-03-04,1,1,3,9,0,0,0,1,0.3,0.2727,0.49,0.4478,14,104,118
9374,9375,2012-01-31,1,1,1,12,0,2,1,1,0.4,0.4091,0.43,0.2985,13,181,194
11385,11386,2012-04-24,2,1,4,14,0,2,1,1,0.5,0.4848,0.25,0.3881,50,166,216
16516,16517,2012-11-25,4,1,11,22,0,0,0,1,0.24,0.2879,0.6,0.0,3,59,62
13912,13913,2012-08-07,3,1,8,21,0,2,1,2,0.72,0.6970000000000001,0.74,0.0,70,247,317
10499,10500,2012-03-18,1,1,3,14,0,0,0,2,0.5,0.4848,0.77,0.0896,218,303,521
10718,10719,2012-03-27,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,614
15616,15617,2012-10-17,4,1,10,21,0,3,1,1,0.46,0.4545,0.82,0.19399999999999998,28,301,329
13682,13683,2012-07-29,3,1,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,4,36,40
4349,4350,2011-07-05,3,0,7,3,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8
3358,3359,2011-05-24,2,0,5,20,0,2,1,1,0.66,0.6212,0.74,0.0896,39,241,280
9844,9845,2012-02-20,1,1,2,3,1,1,0,2,0.24,0.2273,0.81,0.19399999999999998,0,8,8
3864,3865,2011-06-14,2,0,6,22,0,2,1,1,0.58,0.5455,0.6,0.2239,29,159,188
5543,5544,2011-08-23,3,0,8,21,0,2,1,1,0.62,0.6212,0.57,0.0,38,173,211
10515,10516,2012-03-19,1,1,3,6,0,1,1,1,0.46,0.4545,0.88,0.1343,2,118,120
10101,10102,2012-03-01,1,1,3,23,0,4,1,1,0.36,0.3485,0.5,0.2239,9,76,85
15578,15579,2012-10-16,4,1,10,7,0,2,1,1,0.42,0.4242,0.67,0.0896,20,505,525
15066,15067,2012-09-24,4,1,9,23,0,1,1,1,0.46,0.4545,0.63,0.1343,11,83,94
5645,5646,2011-08-28,3,0,8,16,0,0,0,1,0.8,0.7121,0.36,0.3881,196,295,491
1744,1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,18,192,210
8755,8756,2012-01-05,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119
16188,16189,2012-11-12,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71
8889,8890,2012-01-11,1,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,2,72,74
5050,5051,2011-08-03,3,0,8,8,0,3,1,2,0.74,0.6667,0.51,0.1642,29,408,437
17203,17204,2012-12-24,1,1,12,15,0,1,1,3,0.24,0.2273,0.87,0.2239,6,27,33
13776,13777,2012-08-02,3,1,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,4,37,41
3270,3271,2011-05-21,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,1,6,7
4663,4664,2011-07-18,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17
12951,12952,2012-06-28,3,1,6,20,0,4,1,1,0.82,0.7273,0.34,0.19399999999999998,71,399,470
9685,9686,2012-02-13,1,1,2,12,0,1,1,1,0.28,0.2576,0.28,0.3284,7,111,118
9908,9909,2012-02-22,1,1,2,21,0,3,1,2,0.48,0.4697,0.33,0.2836,19,220,239
11716,11717,2012-05-08,2,1,5,9,0,2,1,2,0.56,0.5303,0.68,0.3582,37,258,295
5195,5196,2011-08-09,3,0,8,9,0,2,1,2,0.78,0.7424,0.62,0.1343,34,141,175
9933,9934,2012-02-23,1,1,2,22,0,4,1,1,0.44,0.4394,0.54,0.2537,19,118,137
15687,15688,2012-10-20,4,1,10,20,0,6,0,1,0.5,0.4848,0.39,0.2239,61,198,259
15946,15947,2012-11-02,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3
6714,6715,2011-10-12,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404
12680,12681,2012-06-17,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,267,347,614
8427,8428,2011-12-22,1,0,12,19,0,4,1,2,0.44,0.4394,0.62,0.0,12,130,142
4379,4380,2011-07-06,3,0,7,9,0,3,1,3,0.7,0.6667,0.79,0.19399999999999998,31,158,189
14781,14782,2012-09-13,3,1,9,2,0,4,1,1,0.54,0.5152,0.77,0.0,0,9,9
13927,13928,2012-08-08,3,1,8,12,0,3,1,2,0.8,0.7424,0.52,0.0,63,217,280
14091,14092,2012-08-15,3,1,8,8,0,3,1,2,0.7,0.6515,0.65,0.2836,40,642,682
12288,12289,2012-06-01,2,1,6,5,0,5,1,2,0.62,0.5909,0.78,0.0896,4,41,45
8500,8501,2011-12-25,1,0,12,21,0,0,0,1,0.3,0.303,0.56,0.1343,4,15,19
12683,12684,2012-06-17,2,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,240,340,580
8081,8082,2011-12-08,4,0,12,9,0,4,1,1,0.24,0.2121,0.52,0.3881,7,218,225
1082,1083,2011-02-17,1,0,2,20,0,4,1,1,0.48,0.4697,0.59,0.3284,8,131,139
12015,12016,2012-05-20,2,1,5,20,0,0,0,1,0.66,0.6212,0.61,0.4179,83,191,274
3584,3585,2011-06-03,2,0,6,6,0,5,1,1,0.54,0.5152,0.45,0.2985,8,98,106
5774,5775,2011-09-03,3,0,9,1,0,6,0,2,0.64,0.6061,0.69,0.2537,17,57,74
8460,8461,2011-12-24,1,0,12,4,0,6,0,2,0.32,0.3182,0.66,0.1642,0,3,3
12643,12644,2012-06-16,2,1,6,0,0,6,0,1,0.58,0.5455,0.56,0.1343,25,112,137
10098,10099,2012-03-01,1,1,3,20,0,4,1,1,0.44,0.4394,0.44,0.4179,12,242,254
2838,2839,2011-05-03,2,0,5,4,0,2,1,1,0.52,0.5,0.88,0.2239,3,1,4
1025,1026,2011-02-15,1,0,2,10,0,2,1,1,0.24,0.2121,0.27,0.2836,5,47,52
7127,7128,2011-10-29,4,0,10,14,0,6,0,3,0.24,0.19699999999999998,0.87,0.4478,0,29,29
8474,8475,2011-12-24,1,0,12,18,0,6,0,1,0.3,0.3182,0.42,0.0896,2,33,35
6310,6311,2011-09-25,4,0,9,12,0,0,0,2,0.66,0.6061,0.78,0.0,143,270,413
512,513,2011-01-23,1,0,1,11,0,0,0,1,0.14,0.1364,0.43,0.2239,22,77,99
3398,3399,2011-05-26,2,0,5,12,0,4,1,1,0.78,0.7424,0.59,0.3284,53,141,194
7810,7811,2011-11-27,4,0,11,1,0,0,0,1,0.36,0.3788,0.81,0.0,9,35,44
10455,10456,2012-03-16,1,1,3,18,0,5,1,3,0.48,0.4697,0.82,0.0896,31,377,408
4080,4081,2011-06-23,3,0,6,22,0,4,1,2,0.7,0.6667,0.74,0.2239,23,139,162
12080,12081,2012-05-23,2,1,5,13,0,3,1,2,0.66,0.6212,0.74,0.1642,69,201,270
6145,6146,2011-09-18,3,0,9,15,0,0,0,2,0.58,0.5455,0.6,0.1343,132,233,365
8820,8821,2012-01-08,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57
17319,17320,2012-12-29,1,1,12,12,0,6,0,3,0.2,0.2424,1.0,0.0,5,43,48
2761,2762,2011-04-29,2,0,4,23,0,5,1,2,0.44,0.4394,0.54,0.0896,25,88,113
4340,4341,2011-07-04,3,0,7,18,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418
3802,3803,2011-06-12,2,0,6,8,0,0,0,1,0.7,0.6667,0.74,0.0,28,64,92
9293,9294,2012-01-28,1,1,1,3,0,6,0,1,0.26,0.2879,0.6,0.0896,1,16,17
6478,6479,2011-10-02,4,0,10,12,0,0,0,2,0.4,0.4091,0.62,0.19399999999999998,78,243,321
3583,3584,2011-06-03,2,0,6,5,0,5,1,1,0.52,0.5,0.48,0.3582,4,24,28
11126,11127,2012-04-13,2,1,4,19,0,5,1,1,0.54,0.5152,0.24,0.1642,75,352,427
17062,17063,2012-12-18,4,1,12,17,0,2,1,1,0.4,0.4091,0.47,0.4478,39,533,572
3033,3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.19399999999999998,25,293,318
1680,1681,2011-03-15,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,24,66,90
10377,10378,2012-03-13,1,1,3,12,0,2,1,1,0.6,0.6061,0.6,0.2836,47,197,244
17156,17157,2012-12-22,1,1,12,15,0,6,0,1,0.32,0.2727,0.33,0.5821,14,139,153
10512,10513,2012-03-19,1,1,3,3,0,1,1,1,0.46,0.4545,0.88,0.0896,0,2,2
16002,16003,2012-11-04,4,1,11,11,0,0,0,1,0.38,0.3939,0.46,0.2239,134,311,445
12195,12196,2012-05-28,2,1,5,8,1,1,0,1,0.66,0.6212,0.69,0.0,62,93,155
71,72,2011-01-04,1,0,1,2,0,2,1,1,0.14,0.1515,0.63,0.1343,0,1,1
4690,4691,2011-07-19,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412
1009,1010,2011-02-14,1,0,2,17,0,1,1,1,0.46,0.4545,0.33,0.6119,25,218,243
1536,1537,2011-03-09,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537,5,136,141
11119,11120,2012-04-13,2,1,4,12,0,5,1,1,0.5,0.4848,0.31,0.0,104,218,322
2872,2873,2011-05-04,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,13,94,107
7280,7281,2011-11-04,4,0,11,23,0,5,1,1,0.32,0.303,0.49,0.3284,17,72,89
7865,7866,2011-11-29,4,0,11,9,0,2,1,3,0.56,0.5303,0.73,0.4179,5,197,202
8593,8594,2011-12-29,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96
1087,1088,2011-02-18,1,0,2,1,0,5,1,1,0.44,0.4394,0.72,0.2239,1,7,8
7566,7567,2011-11-16,4,0,11,21,0,3,1,3,0.44,0.4394,0.88,0.2836,3,72,75
5736,5737,2011-09-01,3,0,9,11,0,4,1,1,0.72,0.6667,0.51,0.1343,51,141,192
456,457,2011-01-21,1,0,1,1,0,5,1,2,0.24,0.2273,0.7,0.2537,0,6,6
4687,4688,2011-07-19,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19
6029,6030,2011-09-13,3,0,9,19,0,2,1,1,0.68,0.6364,0.69,0.1642,55,341,396
17151,17152,2012-12-22,1,1,12,10,0,6,0,1,0.26,0.2273,0.48,0.3284,13,105,118
9901,9902,2012-02-22,1,1,2,14,0,3,1,1,0.44,0.4394,0.54,0.3284,35,142,177
13181,13182,2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,85,234,319
12051,12052,2012-05-22,2,1,5,8,0,2,1,2,0.56,0.5303,0.88,0.1343,20,570,590
7604,7605,2011-11-18,4,0,11,11,0,5,1,1,0.3,0.303,0.36,0.1343,18,122,140
15843,15844,2012-10-27,4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,26,187,213
16593,16594,2012-11-29,4,1,11,4,0,4,1,1,0.2,0.2273,0.75,0.0896,0,7,7
11449,11450,2012-04-27,2,1,4,6,0,5,1,1,0.4,0.4091,0.43,0.2537,5,115,120
14439,14440,2012-08-29,3,1,8,20,0,3,1,1,0.68,0.6364,0.57,0.0,49,378,427
9261,9262,2012-01-26,1,1,1,19,0,4,1,2,0.4,0.4091,0.76,0.1045,11,302,313
7321,7322,2011-11-06,4,0,11,16,0,0,0,1,0.46,0.4545,0.55,0.2239,84,263,347
8359,8360,2011-12-19,4,0,12,23,0,1,1,1,0.36,0.3485,0.53,0.1642,10,50,60
16663,16664,2012-12-02,4,1,12,2,0,0,0,2,0.3,0.3333,0.87,0.0,2,72,74
9033,9034,2012-01-17,1,1,1,7,0,2,1,3,0.3,0.2879,0.81,0.2239,5,121,126
335,336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.19699999999999998,0.55,0.2239,18,54,72
11646,11647,2012-05-05,2,1,5,11,0,6,0,1,0.7,0.6515,0.58,0.0896,221,354,575
11758,11759,2012-05-10,2,1,5,3,0,4,1,1,0.46,0.4545,0.88,0.2239,0,3,3
5799,5800,2011-09-04,3,0,9,2,0,0,0,1,0.66,0.6061,0.83,0.19399999999999998,17,43,60
5272,5273,2011-08-12,3,0,8,14,0,5,1,1,0.8,0.6970000000000001,0.29,0.19399999999999998,51,135,186
14452,14453,2012-08-30,3,1,8,9,0,4,1,1,0.7,0.6515,0.58,0.0,57,339,396
16008,16009,2012-11-04,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.19399999999999998,57,270,327
10865,10866,2012-04-02,2,1,4,21,0,1,1,1,0.46,0.4545,0.28,0.1343,24,214,238
6420,6421,2011-09-30,4,0,9,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15
12760,12761,2012-06-20,2,1,6,21,0,3,1,1,0.84,0.7576,0.44,0.0896,42,302,344
9960,9961,2012-02-25,1,1,2,1,0,6,0,1,0.34,0.303,0.42,0.3582,4,42,46
7582,7583,2011-11-17,4,0,11,13,0,4,1,2,0.34,0.303,0.49,0.4478,15,109,124
17278,17279,2012-12-27,1,1,12,19,0,4,1,1,0.24,0.2121,0.6,0.2836,11,106,117
17232,17233,2012-12-25,1,1,12,21,1,2,0,2,0.3,0.2879,0.65,0.19399999999999998,8,26,34
719,720,2011-02-02,1,0,2,8,0,3,1,3,0.22,0.2121,0.93,0.2239,1,154,155
3154,3155,2011-05-16,2,0,5,8,0,1,1,1,0.56,0.5303,0.73,0.2985,28,366,394
958,959,2011-02-12,1,0,2,13,0,6,0,1,0.3,0.2727,0.39,0.4179,32,103,135
13644,13645,2012-07-27,3,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,101,598,699
13173,13174,2012-07-08,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,11,59,70
7121,7122,2011-10-29,4,0,10,8,0,6,0,3,0.28,0.2576,0.87,0.3582,4,16,20
974,975,2011-02-13,1,0,2,6,0,0,0,2,0.2,0.2121,0.69,0.1343,2,3,5
817,818,2011-02-06,1,0,2,12,0,0,0,1,0.34,0.3333,0.46,0.0,48,126,174
2297,2298,2011-04-10,2,0,4,14,0,0,0,1,0.5,0.4848,0.72,0.19399999999999998,148,133,281
2726,2727,2011-04-28,2,0,4,12,0,4,1,2,0.62,0.5909,0.78,0.2537,23,84,107
5874,5875,2011-09-07,3,0,9,6,0,3,1,3,0.6,0.5455,0.88,0.1045,1,74,75
16923,16924,2012-12-12,4,1,12,22,0,3,1,2,0.3,0.2879,0.52,0.2239,4,118,122
7353,7354,2011-11-08,4,0,11,0,0,2,1,1,0.34,0.3485,0.87,0.0896,0,18,18
12971,12972,2012-06-29,3,1,6,16,0,5,1,1,0.96,0.9091,0.36,0.0,59,292,351
16478,16479,2012-11-24,4,1,11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62
14405,14406,2012-08-28,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204
16740,16741,2012-12-05,4,1,12,7,0,3,1,3,0.46,0.4545,0.59,0.2985,9,389,398
8814,8815,2012-01-08,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,10,57,67
10863,10864,2012-04-02,2,1,4,19,0,1,1,1,0.5,0.4848,0.27,0.2537,66,428,494
15273,15274,2012-10-03,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,56,195,251
16096,16097,2012-11-08,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161
1148,1149,2011-02-20,1,0,2,15,0,0,0,1,0.36,0.3636,0.27,0.0896,66,102,168
11104,11105,2012-04-12,2,1,4,21,0,4,1,1,0.42,0.4242,0.35,0.1343,13,174,187
12467,12468,2012-06-08,2,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985,111,412,523
16483,16484,2012-11-24,4,1,11,13,0,6,0,1,0.32,0.303,0.36,0.3284,64,161,225
12431,12432,2012-06-07,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6,6
17087,17088,2012-12-19,4,1,12,18,0,3,1,1,0.38,0.3939,0.5,0.3582,23,546,569
8790,8791,2012-01-07,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38
8429,8430,2011-12-22,1,0,12,21,0,4,1,3,0.42,0.4242,0.71,0.0,2,15,17
12934,12935,2012-06-28,3,1,6,3,0,4,1,1,0.66,0.6212,0.5,0.0896,1,6,7
7426,7427,2011-11-11,4,0,11,1,1,5,0,1,0.32,0.303,0.57,0.3284,3,16,19
7040,7041,2011-10-25,4,0,10,23,0,2,1,1,0.44,0.4394,0.72,0.1343,15,79,94
1792,1793,2011-03-20,1,0,3,9,0,0,0,1,0.3,0.303,0.52,0.1343,35,43,78
15018,15019,2012-09-22,3,1,9,23,0,6,0,1,0.62,0.6212,0.5,0.19399999999999998,34,137,171
12236,12237,2012-05-30,2,1,5,1,0,3,1,3,0.64,0.5758,0.89,0.19399999999999998,0,4,4
10032,10033,2012-02-28,1,1,2,1,0,2,1,1,0.38,0.3939,0.62,0.1642,0,6,6
12428,12429,2012-06-07,2,1,6,1,0,4,1,1,0.52,0.5,0.77,0.1642,5,17,22
6255,6256,2011-09-23,4,0,9,5,0,5,1,2,0.62,0.5455,0.94,0.0,2,20,22
1170,1171,2011-02-21,1,0,2,13,1,1,0,3,0.3,0.2727,0.81,0.3284,28,75,103
8983,8984,2012-01-15,1,1,1,4,0,0,0,2,0.16,0.1364,0.47,0.3881,1,5,6
5252,5253,2011-08-11,3,0,8,18,0,4,1,1,0.78,0.6818,0.29,0.0896,74,497,571
13811,13812,2012-08-03,3,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,112,380,492
5333,5334,2011-08-15,3,0,8,3,0,1,1,1,0.6,0.5606,0.83,0.19399999999999998,1,6,7
1573,1574,2011-03-11,1,0,3,0,0,5,1,2,0.34,0.3485,1.0,0.0896,0,6,6
6132,6133,2011-09-18,3,0,9,2,0,0,0,1,0.44,0.4394,0.82,0.2537,21,68,89
2114,2115,2011-04-02,2,0,4,23,0,6,0,1,0.32,0.3182,0.61,0.1642,20,33,53
8201,8202,2011-12-13,4,0,12,9,0,2,1,1,0.26,0.2576,0.6,0.1642,10,223,233
7811,7812,2011-11-27,4,0,11,2,0,0,0,1,0.34,0.3636,0.81,0.0,9,22,31
3031,3032,2011-05-11,2,0,5,5,0,3,1,1,0.46,0.4545,0.88,0.1343,0,20,20
4416,4417,2011-07-07,3,0,7,22,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182
13735,13736,2012-07-31,3,1,7,12,0,2,1,1,0.8,0.7273,0.46,0.0,50,198,248
13269,13270,2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,0,9,9
15833,15834,2012-10-26,4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,37,180,217
2866,2867,2011-05-04,2,0,5,8,0,3,1,3,0.34,0.303,0.93,0.3881,5,74,79
2787,2788,2011-05-01,2,0,5,1,0,0,0,1,0.42,0.4242,0.69,0.1045,9,50,59
16854,16855,2012-12-10,4,1,12,1,0,1,1,2,0.36,0.3788,1.0,0.0,0,4,4
6904,6905,2011-10-20,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318
15875,15876,2012-10-28,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251,293
9376,9377,2012-01-31,1,1,1,14,0,2,1,1,0.5,0.4848,0.29,0.3284,18,142,160
8591,8592,2011-12-29,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207
8277,8278,2011-12-16,4,0,12,13,0,5,1,2,0.34,0.303,0.39,0.3582,12,125,137
13410,13411,2012-07-17,3,1,7,23,0,2,1,1,0.78,0.7424,0.59,0.19399999999999998,22,139,161
3806,3807,2011-06-12,2,0,6,12,0,0,0,1,0.82,0.7576,0.46,0.0,176,244,420
129,130,2011-01-06,1,0,1,15,0,4,1,1,0.28,0.2727,0.36,0.0,8,54,62
3365,3366,2011-05-25,2,0,5,3,0,3,1,1,0.54,0.5152,1.0,0.1343,0,9,9
9099,9100,2012-01-20,1,1,1,1,0,5,1,1,0.26,0.2727,0.48,0.1343,0,15,15
5660,5661,2011-08-29,3,0,8,7,0,1,1,1,0.6,0.6061,0.6,0.2239,11,273,284
15067,15068,2012-09-25,4,1,9,0,0,2,1,1,0.46,0.4545,0.67,0.1642,8,56,64
9415,9416,2012-02-02,1,1,2,5,0,4,1,3,0.4,0.4091,0.82,0.0,0,19,19
16186,16187,2012-11-12,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4
1093,1094,2011-02-18,1,0,2,7,0,5,1,2,0.42,0.4242,0.77,0.2239,8,108,116
7039,7040,2011-10-25,4,0,10,22,0,2,1,1,0.46,0.4545,0.67,0.19399999999999998,22,148,170
3480,3481,2011-05-29,2,0,5,22,0,0,0,1,0.66,0.5909,0.89,0.1343,78,93,171
3046,3047,2011-05-11,2,0,5,20,0,3,1,1,0.54,0.5152,0.64,0.1343,28,245,273
3669,3670,2011-06-06,2,0,6,19,0,1,1,1,0.72,0.6667,0.54,0.19399999999999998,64,343,407
10151,10152,2012-03-04,1,1,3,1,0,0,0,2,0.38,0.3939,0.34,0.19399999999999998,16,60,76
3228,3229,2011-05-19,2,0,5,10,0,4,1,2,0.54,0.5152,0.83,0.0,35,95,130
2990,2991,2011-05-09,2,0,5,12,0,1,1,1,0.6,0.6212,0.43,0.19399999999999998,35,160,195
5253,5254,2011-08-11,3,0,8,19,0,4,1,1,0.74,0.6515,0.35,0.19399999999999998,48,323,371
779,780,2011-02-04,1,0,2,22,0,5,1,2,0.24,0.2424,0.65,0.1642,1,45,46
16566,16567,2012-11-28,4,1,11,0,0,3,1,2,0.26,0.2424,0.75,0.2537,1,22,23
4434,4435,2011-07-08,3,0,7,16,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132
2048,2049,2011-03-31,2,0,3,5,0,4,1,3,0.24,0.2273,0.93,0.2239,0,8,8
16135,16136,2012-11-10,4,1,11,1,0,6,0,1,0.3,0.3182,0.81,0.0896,8,68,76
6099,6100,2011-09-16,3,0,9,17,0,5,1,2,0.52,0.5,0.48,0.1343,86,480,566
14485,14486,2012-08-31,3,1,8,18,0,5,1,1,0.86,0.7576,0.36,0.2537,87,459,546
10963,10964,2012-04-06,2,1,4,23,0,5,1,1,0.42,0.4242,0.3,0.2836,21,92,113
1965,1966,2011-03-27,2,0,3,17,0,0,0,1,0.32,0.303,0.31,0.2537,50,109,159
11499,11500,2012-04-29,2,1,4,8,0,0,0,1,0.38,0.3939,0.76,0.1343,26,81,107
5579,5580,2011-08-25,3,0,8,9,0,4,1,2,0.72,0.6818,0.7,0.2985,21,141,162
5188,5189,2011-08-09,3,0,8,2,0,2,1,1,0.72,0.6818,0.7,0.0,9,3,12
201,202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92
1196,1197,2011-02-22,1,0,2,21,0,2,1,1,0.2,0.19699999999999998,0.47,0.2537,2,80,82
15402,15403,2012-10-08,4,1,10,23,1,1,0,2,0.4,0.4091,0.71,0.2239,9,60,69
207,208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15
5682,5683,2011-08-30,3,0,8,5,0,2,1,1,0.52,0.5,0.77,0.0896,1,27,28
13821,13822,2012-08-04,3,1,8,2,0,6,0,1,0.72,0.7121,0.84,0.1343,20,64,84
8509,8510,2011-12-26,1,0,12,7,1,1,0,1,0.32,0.3182,0.45,0.19399999999999998,2,17,19
6804,6805,2011-10-16,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52,65
13896,13897,2012-08-07,3,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045,3,33,36
15325,15326,2012-10-05,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,106,655,761
941,942,2011-02-11,1,0,2,20,0,5,1,1,0.22,0.2273,0.55,0.1343,2,61,63
13537,13538,2012-07-23,3,1,7,6,0,1,1,2,0.68,0.6364,0.89,0.0896,9,148,157
4746,4747,2011-07-21,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210
9098,9099,2012-01-20,1,1,1,0,0,5,1,2,0.26,0.2273,0.48,0.2985,3,24,27
5275,5276,2011-08-12,3,0,8,17,0,5,1,1,0.82,0.7121,0.26,0.0,93,423,516
8077,8078,2011-12-08,4,0,12,5,0,4,1,1,0.22,0.2121,0.64,0.2239,0,12,12
1883,1884,2011-03-24,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,0,41,41
8444,8445,2011-12-23,1,0,12,12,0,5,1,1,0.4,0.4091,0.54,0.5224,14,156,170
1908,1909,2011-03-25,2,0,3,7,0,5,1,1,0.2,0.1818,0.59,0.3582,4,100,104
65,66,2011-01-03,1,0,1,20,0,1,1,1,0.2,0.2273,0.47,0.1045,3,49,52
10529,10530,2012-03-19,1,1,3,20,0,1,1,1,0.6,0.6061,0.64,0.2239,34,296,330
4485,4486,2011-07-10,3,0,7,19,0,0,0,1,0.8,0.7424,0.49,0.3284,120,183,303
8258,8259,2011-12-15,4,0,12,18,0,4,1,2,0.52,0.5,0.59,0.2985,14,363,377
412,413,2011-01-19,1,0,1,5,0,3,1,2,0.22,0.2576,0.93,0.0896,0,7,7
677,678,2011-01-31,1,0,1,13,0,1,1,2,0.16,0.2273,0.59,0.0,2,52,54
11985,11986,2012-05-19,2,1,5,14,0,6,0,1,0.72,0.6515,0.3,0.0896,361,369,730
2758,2759,2011-04-29,2,0,4,20,0,5,1,1,0.48,0.4697,0.48,0.2239,34,160,194
